"c:\users\esrlabn1\desktop\bence\ir_spectroscopy\1000nm_odmr\map_2mm_shuffled_highres\002.dat  ---  04-14-2026 10:13:40"
"D4, 800 nm LPF, 90 mW green laser at sample,  20dBm+30dB MW"
"ihr_sweep 950 2100 0.5 1 2"
"setcw 20 2.866 1 1           ;ihr_setup 0 2 0 2 2 1042     ;                             ;"
"setlockin 188.67 0.004 0 0.1 0.05"
5,2301
950,-6.66667E-04,-9.15532E-05,5.72208E-06,5.72207E-05
950.5,-.002,-2.28883E-05,1.90736E-06,1.71663E-05
951,-.001,-1.52589E-05,0,2.28883E-05
951.5,-6.66667E-04,-2.28883E-05,-1.52589E-05,2.28883E-05
952,-2.33333E-03,-1.90736E-05,-2.0981E-05,2.0981E-05
952.5,.001,-1.14442E-05,-4.19619E-05,3.81472E-05
953,-6.66667E-04,-3.24252E-05,-3.24252E-05,4.00546E-05
953.5,.002,-1.14442E-05,-2.28883E-05,2.0981E-05
954,.002,-9.5368E-06,-1.90736E-06,0
954.5,-6.66667E-04,-1.33515E-05,-3.81473E-06,1.90736E-05
955,-6.66667E-04,-2.86103E-05,-1.14442E-05,3.24252E-05
955.5,6.66667E-04,-2.86103E-05,-7.62945E-06,2.47956E-05
956,6.66667E-04,-1.14442E-05,-1.52589E-05,1.52589E-05
956.5,-.002,0,-1.52589E-05,1.33515E-05
957,3.66667E-03,-3.81473E-06,-3.81473E-06,3.81473E-06
957.5,-6.66667E-04,-2.86103E-05,-2.6703E-05,3.81472E-05
958,-.002,-2.28883E-05,-3.24252E-05,3.43325E-05
958.5,6.66667E-04,-1.33515E-05,-1.71663E-05,2.0981E-05
959,-6.66667E-04,-9.5368E-06,-2.28883E-05,2.47956E-05
959.5,6.66667E-04,-1.52589E-05,-3.24252E-05,3.24252E-05
960,.002,-1.90736E-05,-2.47956E-05,2.47956E-05
960.5,-.001,-2.6703E-05,-5.72208E-06,1.71663E-05
961,.001,-1.52589E-05,-1.90736E-05,2.0981E-05
961.5,.001,-9.5368E-06,-4.57766E-05,4.00546E-05
962,-.002,-9.5368E-06,-1.33515E-05,1.14442E-05
962.5,-.001,-1.52589E-05,0,1.71663E-05
963,-6.66667E-04,-2.6703E-05,2.28883E-05,3.05178E-05
963.5,2.33333E-03,-3.24252E-05,1.14442E-05,2.47956E-05
964,.001,-2.6703E-05,-1.90736E-06,1.71663E-05
964.5,-.001,-2.28883E-05,0,1.90736E-05
965,.001,-1.52589E-05,-1.14442E-05,2.0981E-05
965.5,-6.66667E-04,-1.71663E-05,-1.71663E-05,2.47956E-05
966,-.001,-1.33515E-05,5.72208E-06,1.14442E-05
966.5,6.66667E-04,-1.33515E-05,2.47956E-05,2.86103E-05
967,.002,-2.6703E-05,1.33515E-05,2.47956E-05
967.5,-.001,-3.62399E-05,0,3.43325E-05
968,-.001,-4.00546E-05,-5.72208E-06,3.62399E-05
968.5,6.66667E-04,-2.0981E-05,9.5368E-06,1.90736E-05
969,-3.66667E-03,5.72208E-06,1.52589E-05,1.33515E-05
969.5,-.002,-1.90736E-06,2.28883E-05,2.28883E-05
970,6.66667E-04,-9.5368E-06,3.24252E-05,2.47956E-05
970.5,.001,-2.28883E-05,1.14442E-05,2.0981E-05
971,6.66667E-04,-2.6703E-05,5.72208E-06,2.0981E-05
971.5,-6.66667E-04,-2.6703E-05,7.62945E-06,2.28883E-05
972,-.001,-5.72208E-06,-9.5368E-06,1.14442E-05
